7/16/2024,03:04.2,0,86.1,117.44,2.3656,116.9,1.3259,0,60.003,277.8,0.4207,1.575964,1.389816,93,15.175,0,0,0,Writing Data... Select Test Sequence to Enable Start Button....,108.022222,59.13284,58.400002,119.300003,68.699997,0,0,7.31,0.044,0.005,0,0,8.335941,60.636333,0,0,0,6.987361,151.861832,0,0,0,0,121.766668,111.533333,104.699997,103.599998,103.233332,103.300003,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.5,38.173,37.451,60.439,NatG-1,40021.60519,64587.4822,,1104,940.05,38.987429,33.197584,68.599998,7.31,29.31,0.978772,0.98372,0.99497,0,33.869019,32.492861,36193.76041,34723.14349
7/16/2024,03:07.2,0,0,117.42,2.3639,116.8,1.4234,0,60.005,277.6,0.4209,1.575955,1.38852,96,15.175,0,0,0,Writing Data... Starting Test....,108.066667,59.147041,58.400002,119.300003,68.699997,0,0,7.33,0.045,0.005,-0.001,0,8.33588,60.647812,0,0,0,6.987218,151.861801,0,0,0,0,121.800003,111.533333,104.699997,103.699997,103.300003,103.366669,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.49,38.16,37.438,60.47,NatG-1,40007.71288,64620.61002,,1098,940.95,38.775541,33.229367,68.599998,7.33,29.31,0.97882,0.98372,0.995019,0,36.27801,32.525576,38768.10168,34758.10469
7/16/2024,03:10.2,2.83,3,117.45,2.364,116.8,0.048691,0,60.006,277.6,0.4207,1.575127,1.390464,1,15.175,0,0,0,Writing Data... ,108.083334,59.161094,58.400002,119.233332,68.699997,0,0,7.32,0.043,0.006,0,0,8.335456,60.69968,0,0,0,6.987434,151.862015,0,0,0,0,121.833336,111.666664,104.766668,103.633331,103.266668,103.333336,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.48,38.236,37.514,60.505,NatG-1,40088.92945,64658.01239,,1098,941.985,38.775541,33.265918,68.5,7.32,29.31,0.978981,0.983907,0.994994,0,37.469363,32.566713,40041.22815,34802.06514
7/16/2024,03:13.2,5.83,6,117.42,2.3618,116.7,0.146,0,60.007,277.3,0.4209,1.575917,1.389542,4,15.175,0,0,0,Heating Tanks.... ,108.105557,59.173521,58.400002,119.199997,68.699997,0,0,7.32,0.044,0.004,0,0,8.335332,60.713463,0,0,0,6.986709,151.86232,0,0,0,0,121.800003,111.833336,104.833336,103.599998,103.266668,103.300003,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.337,69.47,38.242,37.521,60.536,NatG-1,40096.40993,64691.1402,,1104,942.885,38.987429,33.297701,68.5,7.32,29.31,0.978981,0.983907,0.994994,0,37.86273,32.597828,40461.59555,34835.31605
7/16/2024,03:16.2,8.83,9,117.39,2.3595,116.6,0.24328,0,60.007,277,0.4209,1.577029,1.389556,7,15.175,0,0,0,Heating Tanks.... ,108.044445,59.184172,58.400002,119.199997,68.699997,0,0,7.32,0.044,0.002,0,0,8.335196,60.733078,0,0,0,6.986406,151.862595,0,0,0,0,121.833336,111.333333,104.900002,103.633331,103.266668,103.300003,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.337,69.47,38.269,37.547,60.567,NatG-1,40124.19455,64724.26801,,1104,943.8,38.987429,33.330014,68.599998,7.32,29.31,0.978796,0.98372,0.994994,0,37.915978,32.623286,40518.49853,34862.52062
7/16/2024,03:19.2,11.83,12,117.46,2.3618,116.7,0.34052,0,60.008,277.4,0.4206,1.578161,1.389324,10,15.175,0,0,0,Heating Tanks.... ,107.972223,59.194231,58.400002,119.099998,68.699997,0,0,7.32,0.041,0.003,0,0,8.334715,60.793873,0,0,0,6.985691,151.86351,0,0,0,0,121.900002,110.766668,105,103.633331,103.233332,103.300003,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.337,69.46,38.322,37.597,60.599,NatG-1,40177.6265,64758.46447,,1098,944.745,38.775541,33.363386,68.5,7.32,29.31,0.978981,0.983907,0.994994,0,37.948827,32.662133,40553.60241,34904.0346
7/16/2024,03:22.2,14.83,15,117.44,2.36,116.5,0.43768,0,60.006,277.2,0.4205,1.57911,1.392711,13,15.175,0,0,0,Heating Tanks.... ,107.994445,59.203107,58.400002,119.099998,68.702038,0,0,7.3,0.04,0,0,0,8.334501,60.806427,0,0,0,6.984983,151.864639,0,0,0,0,121.866669,110.699999,105.099998,103.699997,103.300003,103.300003,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.337,69.46,38.295,37.57,60.63,NatG-1,40148.77325,64791.59228,,1110,945.66,39.199317,33.395699,68.599998,7.3,29.31,0.978748,0.98372,0.994945,0,37.974282,32.685963,40580.80493,34929.50016
7/16/2024,03:25.2,17.83,18,117.46,2.3609,116.6,0.53484,0,60.006,277.3,0.4206,1.58033,1.393836,16,15.175,0,0,0,Heating Tanks.... ,108.133334,59.210651,58.400002,119,68.720406,0,0,7.3,0.039,0.001,0,0,8.33427,60.77404,0,0,0,6.984095,151.865845,0,0,0,0,121.866669,111.366666,105.266668,103.699997,103.266668,103.333336,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.46,38.329,37.607,60.661,NatG-1,40188.3129,64824.72009,,1104,946.575,38.987429,33.428012,68.599998,7.3,29.31,0.978748,0.98372,0.994945,0,38.007611,32.717589,40616.42124,34963.29718
7/16/2024,03:28.2,20.83,21,117.47,2.3604,116.6,0.632,0,60.009,277.3,0.4207,1.582105,1.392696,19,15.175,0,0,0,Heating Tanks.... ,108.100001,59.216716,58.404083,119,68.75102,0,0,7.32,0.037,0.005,0,0,8.333788,60.784828,0,0,0,6.983056,151.866776,0,0,0,0,121.900002,111.133334,105.300003,103.699997,103.266668,103.300003,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.46,38.322,37.6,60.692,NatG-1,40180.83242,64857.84791,,1104,947.49,38.987429,33.460325,68.599998,7.32,29.31,0.978796,0.98372,0.994994,0,38.047264,32.750834,40658.79605,34998.82355
7/16/2024,03:31.2,23.83,24,117.41,2.3567,116.4,0.7291,0,60.008,276.7,0.4207,1.579157,1.391278,22,15.175,0,0,0,Heating Tanks.... ,108.255556,59.219971,58.418369,119,68.775512,0,0,7.3,0.035,0.007,0,0,8.333395,60.788006,0,0,0,6.982456,151.867584,0,0,0,0,121.900002,111.800001,105.533333,103.699997,103.266668,103.333336,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.337,69.45,38.388,37.663,60.724,NatG-1,40248.15669,64892.04436,,1104,948.42,38.987429,33.493168,68.599998,7.3,29.31,0.978748,0.98372,0.994945,0,38.08097,32.78136,40694.81586,35031.44528
7/16/2024,03:34.2,26.83,27.01,117.44,2.3574,116.4,0.82612,0,60.007,276.8,0.4205,1.576864,1.389305,25,15.175,0,0,0,Heating Tanks.... ,108.13889,59.218344,58.444899,118.900002,68.789798,0,0,7.31,0.031,0.007,-0.001,0,8.333066,60.790543,0,0,0,6.981788,151.868271,0,0,0,0,121.900002,110.666667,105.833336,103.733332,103.300003,103.400002,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.45,38.372,37.65,60.755,NatG-1,40234.26438,64925.17218,,1104,949.32,38.987429,33.524951,68.5,7.31,29.31,0.978957,0.983907,0.99497,0,38.109677,32.819491,40725.49279,35072.19354
7/16/2024,03:37.2,29.83,30.01,117.41,2.3566,116.5,0.92313,0,60.012,276.7,0.421,1.5774,1.38966,28,15.175,0,0,0,Heating Tanks.... ,108.316668,59.213018,58.47347,118.900002,68.795921,0,0,7.33,0.03,0.013,0,0,8.333278,60.733879,0,0,0,6.981587,151.868896,0,0,0,0,121.900002,111.533333,105.966667,103.800003,103.300003,103.400002,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.339,69.45,38.338,37.617,60.786,NatG-1,40198.99929,64958.29999,,1104,950.25,38.987429,33.557794,68.599998,7.33,29.31,0.97882,0.98372,0.995019,0,38.143186,32.847047,40761.3025,35101.64087
7/16/2024,03:40.2,32.83,33.01,117.49,2.3587,116.5,1.0202,0,60.012,277.1,0.4206,1.57731,1.388969,31,15.175,0,0,0,Heating Tanks.... ,108.38889,59.204142,58.491837,118.866669,68.800003,0,0,7.29,0.026,0.015,-0.001,0,8.333419,60.701675,0,0,0,6.981492,151.869217,0,0,0,0,121.900002,111.899999,105.966667,103.866669,103.300003,103.400002,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.337,69.45,38.375,37.653,60.818,NatG-1,40237.4703,64992.49644,,1110,951.195,39.199317,33.591166,68.599998,7.29,29.31,0.978723,0.98372,0.99492,0,38.159895,32.876464,40779.15813,35133.07637
7/16/2024,03:43.2,35.83,36.01,117.42,2.3549,116.4,1.1172,0,60.011,276.5,0.4209,1.578538,1.39116,34,15.175,0,0,0,Heating Tanks.... ,108.222223,59.191864,58.5,118.800003,68.800003,0,0,7.29,0.023,0.017,0,0,8.33323,60.716122,0,0,0,6.981627,151.869217,0,0,0,0,121.900002,110.966665,105.833336,103.933334,103.300003,103.400002,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.45,38.375,37.65,60.849,NatG-1,40234.26438,65025.62426,,1110,952.095,39.199317,33.622949,68.5,7.29,29.31,0.978909,0.983907,0.99492,0,38.172816,32.913801,40792.9664,35172.97656
7/16/2024,03:46.2,38.83,39.01,117.41,2.3542,116.3,1.2142,0,60.011,276.4,0.4209,1.578838,1.391789,37,15.175,0,0,0,Heating Tanks.... ,108.361112,59.174556,58.5,118.800003,68.800003,0,0,7.33,0.019,0.02,0,0,8.333445,60.690716,0,0,0,6.981929,151.869156,0,0,0,0,121.833336,111.133334,105.966667,104,103.833333,103.400002,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.44,38.362,37.64,60.881,NatG-1,40223.57799,65059.82071,,1104,953.01,38.987429,33.655262,68.5,7.33,29.31,0.979006,0.983907,0.995019,0,38.189176,32.948688,40810.4492,35210.25865
7/16/2024,03:49.2,41.83,42.01,117.46,2.3558,116.4,1.3112,0,60.011,276.7,0.4208,1.5801,1.392815,40,15.175,0,0,0,Heating Tanks.... ,108.533334,59.153254,58.5,118.800003,68.800003,0,0,7.33,0.018,0.024,0,0,8.333733,60.653694,0,0,0,6.98177,151.868851,0,0,0,0,121.800003,111.633334,106.199999,104.099998,104.066666,103.400002,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.44,38.431,37.709,60.912,NatG-1,40297.31409,65092.94852,,1104,953.97,38.987429,33.689164,68.5,7.33,29.31,0.979006,0.983907,0.995019,0,38.20581,32.981879,40828.22419,35245.72716
7/16/2024,03:52.2,44.83,45.01,117.46,2.3552,116.4,1.4083,0,60.014,276.6,0.4207,1.578422,1.393836,43,15.175,0,0,0,Heating Tanks.... ,108.644446,59.127959,58.5,118.800003,68.800003,0,0,7.31,0.017,0.029,0,0,8.333669,60.662224,0,0,0,6.98206,151.868561,0,0,0,0,121.800003,111.966667,106.733335,104.266668,103.666667,103.433334,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.44,38.431,37.706,60.944,NatG-1,40294.10817,65127.14498,,1110,954.87,39.199317,33.720948,68.599998,7.31,29.31,0.978772,0.98372,0.99497,0,38.218403,33.005115,40841.68199,35270.55797
7/16/2024,03:55.2,47.83,48.01,117.46,2.3552,116.4,1.5053,0,60.01,276.6,0.4209,1.578762,1.392815,46,15.175,0,0,0,Heating Tanks.... ,108.594446,59.09926,58.5,118.800003,68.800003,0,0,7.31,0.014,0.031,0,0,8.333732,60.652851,0,0,0,6.982437,151.868134,0,0,0,0,121.800003,111.233332,106.800003,104.433334,103.866666,103.433334,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.44,38.378,37.656,60.975,NatG-1,40240.67622,65160.27279,,1110,955.785,39.199317,33.753261,68.599998,7.31,29.31,0.978772,0.98372,0.99497,0,38.239067,33.036742,40863.76429,35304.35583
7/16/2024,03:58.2,50.83,51.01,117.39,2.3518,116.3,1.6023,0,60.008,276.1,0.4212,1.578961,1.392538,49,15.175,0,0,0,Heating Tanks.... ,108.616667,59.069231,58.5,118.800003,68.800003,0,0,7.31,0.015,0.032,0,0,8.333929,60.62891,0,0,0,6.982918,151.867615,0,0,0,0,121.800003,110.766668,106.733332,104.699999,104.199999,103.5,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.337,69.44,38.434,37.709,61.006,NatG-1,40297.31409,65193.4006,,1104,956.73,38.987429,33.786633,68.599998,7.31,29.31,0.978772,0.98372,0.99497,0,38.25403,33.069406,40879.75439,35339.26181
7/16/2024,04:01.2,53.83,54.01,117.45,2.3535,116.3,1.6992,0,60.006,276.4,0.4207,1.579817,1.391315,52,15.175,0,0,0,Heating Tanks.... ,108.650002,59.038906,58.5,118.800003,68.800003,0,0,7.3,0.013,0.033,0,0,8.333989,60.621918,0,0,0,6.983153,151.867233,0,0,0,0,121.800003,111.100001,106.933334,104.800003,103.766668,103.5,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.44,38.425,37.7,61.038,NatG-1,40287.69634,65227.59706,,1110,957.635,39.199317,33.818593,68.5,7.3,29.311,0.978966,0.983907,0.994978,0,38.261411,33.107245,40887.64232,35379.69861
7/16/2024,04:04.2,56.83,57.01,117.33,2.348,116.1,1.796,0,60.001,275.5,0.4214,1.577385,1.390096,55,15.175,0,0,0,Heating Tanks.... ,108.677778,59.00858,58.5,118.800003,68.800003,0,0,7.32,0.013,0.033,0,0,8.334216,60.594341,0,0,0,6.98377,151.866714,0,0,0,0,121.833336,111.233332,107.033333,104.833336,103.533333,103.599998,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.44,38.461,37.736,61.069,NatG-1,40326.16735,65260.72487,,1104,958.56,38.987429,33.851259,68.599998,7.32,29.31,0.978796,0.98372,0.994994,0,38.270327,33.133478,40897.1705,35407.73232
7/16/2024,04:07.2,59.83,60.01,117.3,2.3462,116,1.8928,0,59.999,275.2,0.4213,1.575697,1.38994,58,15.175,0,0,0,Heating Tanks.... ,108.711111,58.978847,58.5,118.733332,68.800003,0,0,7.3,0.014,0.031,0,0,8.333865,60.661449,0,0,0,6.984106,151.866226,0,0,0,0,121.866669,111.366666,107.099998,104.800003,103.533333,103.599998,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.44,38.425,37.703,61.101,NatG-1,40290.90226,65294.92133,,1104,959.49,38.987429,33.884102,68.5,7.3,29.31,0.978933,0.983907,0.994945,0,38.278263,33.170265,40905.65037,35447.04377
7/16/2024,04:10.2,62.83,63.01,117.34,2.3488,116.1,1.9895,0,59.996,275.6,0.4214,1.577529,1.389467,61,15.175,0,0,0,Heating Tanks.... ,108.85,58.951036,58.5,118.699997,68.800003,0,0,7.31,0.015,0.033,0,0,8.33407,60.65913,0,0,0,6.984764,151.865799,0,0,0,0,121.900002,111.866666,107.099998,104.833336,103.666667,103.733332,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.44,38.461,37.739,61.132,NatG-1,40329.37327,65328.04914,,1110,960.42,39.199317,33.916944,68.5,7.31,29.31,0.978957,0.983907,0.99497,0,38.277368,33.203236,40904.69399,35482.27796
7/16/2024,04:13.2,65.83,66.01,117.41,2.3512,116.2,2.0862,0,59.995,276,0.421,1.578428,1.391789,64,15.175,0,0,0,Heating Tanks.... ,108.877778,58.925592,58.502041,118.633331,68.800003,0,0,7.32,0.015,0.033,0,0,8.334263,60.655121,0,0,0,6.985292,151.865356,0,0,0,0,121.900002,111.5,107,105.066666,103.800001,104,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.43,38.448,37.723,61.164,NatG-1,40312.27504,65362.24559,,1110,961.32,39.199317,33.948727,68.599998,7.32,29.31,0.978796,0.98372,0.994994,0,38.279668,33.22888,40907.15268,35509.68248
7/16/2024,04:16.2,68.83,69.01,117.37,2.3494,116.2,2.1831,0,59.996,275.8,0.4212,1.579297,1.392775,67,15.175,0,0,0,Heating Tanks.... ,108.861111,58.902071,58.518367,118.599998,68.800003,0,0,7.32,0.013,0.032,0,0,8.334629,60.627506,0,0,0,6.984841,151.865158,0,0,0,0,121.900002,111.200002,106.966667,105.266668,103.666664,104.166664,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.43,38.428,37.706,61.195,NatG-1,40294.10817,65395.37341,,1110,962.25,39.199317,33.98157,68.5,7.32,29.31,0.978981,0.983907,0.994994,0,38.291099,33.267324,40919.36808,35550.76481
7/16/2024,04:19.2,71.83,72.01,117.35,2.3476,116.1,2.2798,0,59.995,275.5,0.4213,1.581274,1.393268,70,15.175,0,0,0,Heating Tanks.... ,108.733335,58.881213,58.548979,118.533333,68.802044,0,0,7.32,0.014,0.033,-0.001,0,8.334458,60.665134,0,0,0,6.983998,151.864777,0,0,0,0,121.900002,110,106.900002,105.400002,103.800003,104.400002,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.337,69.43,38.405,37.683,61.226,NatG-1,40269.52947,65428.50122,,1110,963.195,39.199317,34.014942,68.599998,7.32,29.31,0.978796,0.98372,0.994994,0,38.294496,33.293691,40922.99817,35578.9421
7/16/2024,04:22.2,74.83,75.01,117.36,2.3478,116.1,2.3766,0,59.99,275.5,0.4212,1.581055,1.392894,73,15.175,0,0,0,Heating Tanks.... ,108.755557,58.863018,58.573468,118.5,68.820411,0,0,7.33,0.013,0.032,0,0,8.334273,60.702847,0,0,0,6.985577,151.864624,0,0,0,0,121.900002,109.900002,106.933334,105.5,103.866669,104.433334,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.43,38.415,37.693,61.258,NatG-1,40280.21586,65462.69767,,1110,964.095,39.199317,34.046726,68.5,7.33,29.31,0.979006,0.983907,0.995019,0,38.297323,33.331933,40926.01927,35619.80914
7/16/2024,04:25.2,77.83,78.01,117.4,2.3496,116.2,2.4733,0,59.991,275.8,0.4211,1.580184,1.39293,76,15.175,0,0,0,Heating Tanks.... ,108.950001,58.847042,58.591835,118.433334,68.857145,0,0,7.33,0.015,0.033,0,0,8.334014,60.742344,0,0,0,6.985175,151.86441,0,0,0,0,122,111,107,105.333336,103.866669,104.5,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.339,69.43,38.391,37.67,61.289,NatG-1,40255.63716,65495.82549,,1104,965.01,38.987429,34.079039,68.599998,7.33,29.311,0.978853,0.98372,0.995052,0,38.307538,33.35837,40936.93478,35648.06022
7/16/2024,04:28.2,80.83,81.01,117.39,2.3483,116,2.57,0,59.99,275.7,0.4209,1.581314,1.392538,79,15.175,0,0,0,Heating Tanks.... ,109.022221,58.83358,58.597958,118.400002,68.887757,0,0,7.32,0.015,0.029,0,0,8.333893,60.765686,0,0,0,6.985216,151.864304,0,0,0,0,122.066666,111.300001,107.166664,105.166664,103.933334,104.5,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.43,38.444,37.723,61.321,NatG-1,40312.27504,65530.02194,,1110,965.955,39.199317,34.112411,68.599998,7.32,29.311,0.978829,0.98372,0.995027,0,38.310481,33.390212,40940.08074,35682.0876
7/16/2024,04:31.2,83.83,84.02,117.41,2.3483,116.1,2.6668,0,59.991,275.7,0.4209,1.580037,1.3923,82,15.175,0,0,0,Heating Tanks.... ,109.133334,58.822337,58.599998,118.400002,68.900002,0,0,7.32,0.016,0.029,0,0,8.333576,60.808582,0,0,0,6.986117,151.864136,0,0,0,0,122.099998,111.699999,107.333336,105.333333,104,104.333336,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.339,69.43,38.415,37.693,61.353,NatG-1,40280.21586,65564.21839,,1110,966.87,39.199317,34.144724,68.5,7.32,29.311,0.979014,0.983907,0.995027,0,38.30694,33.428168,40936.29656,35722.64952
7/16/2024,04:34.2,86.83,87.02,117.37,2.3469,116,2.7635,0,59.99,275.5,0.4212,1.581405,1.392264,85,15.175,0,0,0,Heating Tanks.... ,109.294444,58.813461,58.599998,118.366669,68.900002,0,0,7.34,0.016,0.025,0,0,8.333412,60.833733,0,0,0,6.986049,151.86412,0,0,0,0,122.133331,111.966667,107.5,105.699999,104.133331,104.333336,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.337,69.43,38.438,37.716,61.384,NatG-1,40304.79456,65597.34621,,1110,967.77,39.199317,34.176507,68.5,7.34,29.311,0.979063,0.983907,0.995077,0,38.305618,33.460938,40934.88313,35757.66823
7/16/2024,04:37.2,89.83,90.02,117.33,2.3452,116,2.8603,0,59.988,275.2,0.4215,1.577435,1.389585,88,15.175,0,0,0,Heating Tanks.... ,109.399999,58.807544,58.60408,118.333336,68.900002,0,0,7.32,0.017,0.024,0,0,8.332982,60.88921,0,0,0,6.985909,151.864166,0,0,0,0,122.099998,112.033333,107.766665,105.966667,104.166664,104.366669,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.338,69.43,38.431,37.713,61.415,NatG-1,40301.58865,65630.47402,,1098,968.73,38.775541,34.210409,68.5,7.32,29.311,0.979014,0.983907,0.995027,0,38.300964,33.492475,40929.9097,35791.37037
7/16/2024,04:40.2,92.83,93.02,117.41,2.348,116.1,2.957,0,59.992,275.7,0.4213,1.578407,1.388638,91,15.175,0,0,0,Heating Tanks.... ,109.511111,58.805917,58.616325,118.300003,68.900002,0,0,7.33,0.02,0.022,0,0,8.333242,60.854301,0,0,0,6.985639,151.86412,0,0,0,0,122.099998,111.933334,108,106.099998,104.399999,104.533333,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.339,69.43,38.405,37.683,61.447,NatG-1,40269.52947,65664.67047,,1110,969.645,39.199317,34.242722,68.599998,7.33,29.311,0.978853,0.98372,0.995052,0,38.289578,33.518592,40917.74213,35819.27996
7/16/2024,04:43.2,95.83,96.02,117.38,2.3464,116.1,3.0538,0,59.991,275.4,0.4214,1.57731,1.388993,94,15.175,0,0,0,Heating Tanks.... ,109.527777,58.809171,58.642857,118.300003,68.900002,0,0,7.34,0.02,0.017,0,0,8.333278,60.850971,0,0,0,6.98577,151.864044,0,0,0,0,122.066666,111.699999,108.133331,106.166664,104.5,104.599998,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.339,69.43,38.428,37.706,61.478,NatG-1,40294.10817,65697.79829,,1104,970.545,38.987429,34.274506,68.5,7.34,29.311,0.979063,0.983907,0.995077,0,38.286242,33.556884,40914.17709,35860.20037
7/16/2024,04:46.2,98.83,99.02,117.41,2.3468,116,3.1506,0,59.992,275.5,0.4212,1.576615,1.38966,97,15.175,0,0,0,Heating Tanks.... ,109.499999,58.817455,58.67551,118.300003,68.900002,0,0,7.32,0.024,0.015,0,0,8.333061,60.877914,0,0,0,6.986143,151.864151,0,0,0,0,122,111.266668,108.199997,106.199997,104.733332,104.599998,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.339,69.43,38.355,37.637,61.509,NatG-1,40220.37207,65730.9261,,1104,971.475,38.987429,34.307348,68.599998,7.32,29.311,0.978829,0.98372,0.995027,0,38.281293,33.581022,40908.88837,35885.99474
7/16/2024,04:49.3,101.83,102.02,117.36,2.3447,116,3.2474,0,59.993,275.2,0.4217,1.576193,1.38923,100,15.175,0,0,0,Heating Tanks.... ,109.433332,58.831656,58.693878,118.300003,68.900002,0,0,7.35,0.027,0.016,-0.001,0,8.332894,60.900196,0,0,0,6.985699,151.864075,0,0,0,0,122,111.033333,108.199997,106.199997,104.533333,104.633331,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.339,69.43,38.382,37.663,61.541,NatG-1,40248.15669,65765.12256,,1110,972.405,39.199317,34.340191,68.5,7.35,29.311,0.979087,0.983907,0.995101,0,38.268311,33.622025,40895.0162,35929.81218
7/16/2024,04:52.3,104.83,105.02,117.42,2.3469,116.1,3.3441,0,59.992,275.6,0.4213,1.57855,1.389542,103,15.175,0,0,0,Heating Tanks.... ,109.411111,58.852958,58.700001,118.266668,68.900002,0,0,7.36,0.028,0.013,0,0,8.332954,60.892094,0,0,0,6.985744,151.864212,0,0,0,0,122.066666,110.833333,108.199997,106.266668,104.333336,104.766665,0,1,0,0,0,1068.639,1050.053,1386.271,0.594,92.357,6.891,0.379,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.339,69.43,38.332,37.613,61.572,NatG-1,40194.72473,65798.25037,,1104,973.32,38.987429,34.372504,68.599998,7.36,29.311,0.978926,0.98372,0.995126,0,38.257809,33.648123,40883.79299,35957.70147
